Statistical profiling result from v8.log, (13997 ticks, 10660 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
  10660   76.2%

 [Shared libraries]:
   ticks  total  nonlib   name

 [JavaScript]:
   ticks  total  nonlib   name
     15    0.1%      2    0.0%                                                                                        LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     15    0.1%      0    0.0%                                                                        LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     15    0.1%      0    0.0%                                                                          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      0    0.0%                                                                            LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      1    0.0%                                                                              LazyCompile: ~traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      1    0.0%                                                            LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     16    0.1%      1    0.0%                                                              LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     52    0.4%      0    0.0%                                          LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     50    0.4%      0    0.0%                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     50    0.4%      1    0.0%                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     42    0.3%      0    0.0%                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     42    0.3%      1    0.0%                                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     41    0.3%      0    0.0%                                                    LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     41    0.3%      0    0.0%                                                      LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     40    0.3%      0    0.0%                                                        LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     40    0.3%      2    0.0%                                                          LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     37    0.3%      0    0.0%                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     37    0.3%      0    0.0%                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     35    0.3%      0    0.0%                                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     35    0.3%      2    0.0%                                                                  LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     32    0.2%      0    0.0%                                                                    LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     32    0.2%      0    0.0%                                                                      LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     28    0.2%      0    0.0%                                                                        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     28    0.2%      0    0.0%                                                                          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     22    0.2%      0    0.0%                                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%      0    0.0%                                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%      0    0.0%                                                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%      0    0.0%                                                                                  LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      0    0.0%                                                                                    LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      1    0.0%                                                                                      LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     54    0.4%     10    0.1%                                        LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     33    0.2%      2    0.0%                                          LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     15    0.1%      2    0.0%                                            LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      0    0.0%                                            LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      1    0.0%                                              LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    197    1.4%      2    0.0%                                LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    144    1.0%     16    0.1%                                  LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    115    0.8%      9    0.1%                                    LazyCompile: *mergedResult /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     46    0.3%      9    0.1%                                      LazyCompile: *RouterMixin.getChildContext /Volumes/Projects/react-perf/node_modules/flux-router-component/lib/RouterMixin.js:41
     24    0.2%      0    0.0%                                        LazyCompile: *o.(anonymous function) /Volumes/Projects/react-perf/node_modules/babel/node_modules/core-js/shim.js:738
     20    0.1%     20    0.1%                                          LazyCompile: *keys native v8natives.js:333
     30    0.2%     24    0.2%                                      LazyCompile: mergeIntoWithNoDuplicateKeys /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     21    0.2%      5    0.0%                                      LazyCompile: *FluxibleMixin.getChildContext /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:57
     47    0.3%      2    0.0%                                  LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     45    0.3%      7    0.1%                                    LazyCompile: *render /Volumes/Projects/react-perf/chat-optimized/components/ChatApp.jsx:38
     38    0.3%     33    0.2%                                      Script: ReactElement.createElement /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     90    0.6%      4    0.0%                                LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     65    0.5%      2    0.0%                                  LazyCompile: *mergedResult /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     24    0.2%      5    0.0%                                    LazyCompile: *FluxibleMixin.getChildContext /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:57
     15    0.1%      4    0.0%                                      LazyCompile: *forEach native array.js:1087
     21    0.2%      3    0.0%                                    LazyCompile: *RouterMixin.getChildContext /Volumes/Projects/react-perf/node_modules/flux-router-component/lib/RouterMixin.js:41
     15    0.1%     10    0.1%                                    LazyCompile: mergeIntoWithNoDuplicateKeys /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%     17    0.1%                                  Script: assign /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     26    0.2%      2    0.0%                                LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%      3    0.0%                                  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      0    0.0%                                    LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat-optimized/components/ChatApp.jsx:31
     16    0.1%      7    0.1%                                      LazyCompile: *FluxibleMixin.getStore /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:98
     18    0.1%      0    0.0%                                LazyCompile: _processContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%     17    0.1%                                  LazyCompile: _maskContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    130    0.9%      5    0.0%                            LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     68    0.5%      0    0.0%                              LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     68    0.5%      2    0.0%                                LazyCompile: *React.createClass.render /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleComponent.js:25
     66    0.5%     19    0.1%                                  LazyCompile: *cloneWithProps /Volumes/Projects/react-perf/node_modules/react/lib/cloneWithProps.js:32
     25    0.2%      4    0.0%                                    LazyCompile: *ReactPropTransferer.mergeProps /Volumes/Projects/react-perf/node_modules/react/lib/ReactPropTransferer.js:102
     21    0.2%     15    0.1%                                      LazyCompile: assign /Volumes/Projects/react-perf/node_modules/react/lib/Object.assign.js:16
     22    0.2%      8    0.1%                                    LazyCompile: ReactElement.createElement /Volumes/Projects/react-perf/node_modules/react/lib/ReactElement.js:149
     46    0.3%     19    0.1%                              LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     21    0.2%     19    0.1%                                Script: assign /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    101    0.7%     27    0.2%                            LazyCompile: *Constructor /Volumes/Projects/react-perf/node_modules/react/lib/ReactClass.js:829
     55    0.4%     12    0.1%                              LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/node_modules/react/lib/ReactClass.js:696
     40    0.3%      5    0.0%                                LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/node_modules/react/lib/ReactClass.js:650
     35    0.3%     35    0.3%                                  LazyCompile: bind native v8natives.js:1578
     14    0.1%      1    0.0%                              LazyCompile: ~bindAutoBindMethods /Volumes/Projects/react-perf/node_modules/react/lib/ReactClass.js:696
     36    0.3%     13    0.1%                            LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     19    0.1%     16    0.1%                              Script: assign /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     26    0.2%      0    0.0%                            LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     26    0.2%      0    0.0%                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     25    0.2%      0    0.0%                                LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     25    0.2%      0    0.0%                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     24    0.2%      0    0.0%                                    LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     24    0.2%      0    0.0%                                      LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     23    0.2%      0    0.0%                                        LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     23    0.2%      0    0.0%                                          LazyCompile: ~mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     22    0.2%      0    0.0%                                            LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     22    0.2%      0    0.0%                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     19    0.1%      0    0.0%                                                LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     19    0.1%      0    0.0%                                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     18    0.1%      0    0.0%                                                    LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     18    0.1%      0    0.0%                                                      LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     18    0.1%      1    0.0%                                                        LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      0    0.0%                                                          LazyCompile: ~mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      0    0.0%                                                            LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%      0    0.0%                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      0    0.0%                                                                LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      0    0.0%                                                                  LazyCompile: ~mountComponent /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      0    0.0%                                                                    LazyCompile: ~_createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%      1    0.0%                                                                      LazyCompile: ~mountChildren /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    258    1.8%      3    0.0%                          LazyCompile: *addChecksumToMarkup /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
    226    1.6%    226    1.6%                            LazyCompile: *adler32 /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     17    0.1%     17    0.1%                            LazyCompile: *replace native string.js:221
     17    0.1%     17    0.1%                        LazyCompile: closeAll /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     37    0.3%      9    0.1%                      LazyCompile: *createReactRootID /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     14    0.1%     14    0.1%                        LazyCompile: *toString native v8natives.js:1378
     14    0.1%      3    0.0%                        LazyCompile: *createReactRootIndex /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     20    0.1%     13    0.1%                      LazyCompile: *oneArgumentPooler /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     16    0.1%      7    0.1%                      LazyCompile: *standardReleaser /Volumes/Projects/react-perf/react/react-with-addons-opt.js:1
     93    0.7%      8    0.1%                    LazyCompile: *createElement /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleContext.js:44
     80    0.6%     17    0.1%                      LazyCompile: b native v8natives.js:1582
     63    0.5%     19    0.1%                        LazyCompile: ReactElement.createElement /Volumes/Projects/react-perf/node_modules/react/lib/ReactElement.js:149
     42    0.3%     42    0.3%                          LazyCompile: ReactElement /Volumes/Projects/react-perf/node_modules/react/lib/ReactElement.js:93

     52    0.4%     52    0.4%  LazyCompile: *test native regexp.js:217

